subject,condition,block,procedure,trial,item,response,RT,time,correct,accuracy
24103002,ed_clothing,2,test,0,assets\ed_clothing\nightshirt_2.png,0,,247.15,,
24103002,ed_clothing,2,test,1,assets\ed_clothing\vest_2.png,0,,248.91,0.0,1.0
24103002,ed_clothing,2,test,2,assets\ed_clothing\sock_1.png,0,,250.65,0.0,1.0
24103002,ed_clothing,2,test,3,assets\ed_clothing\leggings_2.png,0,,252.41,0.0,1.0
24103002,ed_clothing,2,test,4,assets\ed_clothing\leggings_2.png,1,0.517,254.15,1.0,1.0
24103002,ed_clothing,2,test,5,assets\ed_clothing\sock_3.png,0,,255.89,0.0,1.0
24103002,ed_clothing,2,test,6,assets\ed_clothing\sock_3.png,1,0.514,257.63,1.0,1.0
24103002,ed_clothing,2,test,7,assets\ed_clothing\hoodie_2.png,0,,259.39,0.0,1.0
24103002,ed_clothing,2,test,8,assets\ed_clothing\polo_shirt_3.png,0,,261.16,0.0,1.0
24103002,ed_clothing,2,test,9,assets\ed_clothing\hoodie_3.png,0,,262.91,0.0,1.0
24103002,ed_clothing,2,test,10,assets\ed_clothing\overalls_1.png,0,,264.65,0.0,1.0
24103002,ed_clothing,2,test,11,assets\ed_clothing\jumpsuit_1.png,0,,266.39,0.0,1.0
24103002,ed_clothing,2,test,12,assets\ed_clothing\vest_3.png,0,,268.13,0.0,1.0
24103002,ed_clothing,2,test,13,assets\ed_clothing\overalls_3.png,0,,269.88,0.0,1.0
24103002,ed_clothing,2,test,14,assets\ed_clothing\overalls_2.png,0,,271.62,0.0,1.0
24103002,ed_clothing,2,test,15,assets\ed_clothing\leggings_1.png,0,,273.36,0.0,1.0
24103002,ed_clothing,2,test,16,assets\ed_clothing\tube_top_2.png,0,,275.11,0.0,1.0
24103002,ed_clothing,2,test,17,assets\ed_clothing\glove_1.png,0,,276.85,0.0,1.0
24103002,ed_clothing,2,test,18,assets\ed_clothing\robe_3.png,0,,278.99,0.0,1.0
24103002,ed_clothing,2,test,19,assets\ed_clothing\blazer_2.png,0,,280.75,0.0,1.0
24103002,ed_clothing,2,test,20,assets\ed_clothing\swimsuit_2.png,0,,282.5,0.0,1.0
24103002,ed_clothing,3,test,0,assets\ed_clothing\polo_shirt_1.png,0,,290.81,,
24103002,ed_clothing,3,test,1,assets\ed_clothing\fur_coat_1.png,0,,292.61,0.0,1.0
24103002,ed_clothing,3,test,2,assets\ed_clothing\leggings_3.png,0,,294.36,0.0,1.0
24103002,ed_clothing,3,test,3,assets\ed_clothing\toga_1.png,0,,296.11,0.0,1.0
24103002,ed_clothing,3,test,4,assets\ed_clothing\sock_2.png,0,,297.94,0.0,1.0
24103002,ed_clothing,3,test,5,assets\ed_clothing\nightshirt_1.png,0,,299.68,0.0,1.0
24103002,ed_clothing,3,test,6,assets\ed_clothing\nightshirt_1.png,1,0.506,301.42,1.0,1.0
24103002,ed_clothing,3,test,7,assets\ed_clothing\pajamas_1.png,0,,303.16,0.0,1.0
24103002,ed_clothing,3,test,8,assets\ed_clothing\pajamas_1.png,1,0.392,304.9,1.0,1.0
24103002,ed_clothing,3,test,9,assets\ed_clothing\pajamas_3.png,0,,306.63,0.0,1.0
24103002,ed_clothing,3,test,10,assets\ed_clothing\blazer_1.png,0,,308.36,0.0,1.0
24103002,ed_clothing,3,test,11,assets\ed_clothing\jacket_3.png,0,,310.11,0.0,1.0
24103002,ed_clothing,3,test,12,assets\ed_clothing\hoodie_1.png,0,,311.87,0.0,1.0
24103002,ed_clothing,3,test,13,assets\ed_clothing\fur_coat_2.png,0,,313.61,0.0,1.0
24103002,ed_clothing,3,test,14,assets\ed_clothing\jacket_2.png,0,,315.41,0.0,1.0
24103002,ed_clothing,3,test,15,assets\ed_clothing\vest_2.png,0,,317.17,0.0,1.0
24103002,ed_clothing,3,test,16,assets\ed_clothing\jumpsuit_2.png,0,,318.94,0.0,1.0
24103002,ed_clothing,3,test,17,assets\ed_clothing\sock_1.png,0,,320.68,0.0,1.0
24103002,ed_clothing,3,test,18,assets\ed_clothing\toga_2.png,0,,322.45,0.0,1.0
24103002,ed_clothing,3,test,19,assets\ed_clothing\pajamas_2.png,0,,324.21,0.0,1.0
24103002,ed_clothing,3,test,20,assets\ed_clothing\robe_1.png,0,,326.22,0.0,1.0
24103002,ed_clothing,4,test,0,assets\ed_clothing\leggings_2.png,0,,334.02,,
24103002,ed_clothing,4,test,1,assets\ed_clothing\leggings_2.png,1,0.451,335.76,1.0,1.0
24103002,ed_clothing,4,test,2,assets\ed_clothing\lab_coat_3.png,0,,337.52,0.0,1.0
24103002,ed_clothing,4,test,3,assets\ed_clothing\polo_shirt_2.png,0,,339.26,0.0,1.0
24103002,ed_clothing,4,test,4,assets\ed_clothing\robe_2.png,0,,341.26,0.0,1.0
24103002,ed_clothing,4,test,5,assets\ed_clothing\vest_3.png,0,,343.0,0.0,1.0
24103002,ed_clothing,4,test,6,assets\ed_clothing\swimsuit_3.png,0,,344.78,0.0,1.0
24103002,ed_clothing,4,test,7,assets\ed_clothing\lab_coat_2.png,0,,346.51,0.0,1.0
24103002,ed_clothing,4,test,8,assets\ed_clothing\jumpsuit_3.png,0,,348.62,0.0,1.0
24103002,ed_clothing,4,test,9,assets\ed_clothing\leggings_1.png,0,,350.36,0.0,1.0
24103002,ed_clothing,4,test,10,assets\ed_clothing\corset_3.png,0,,352.28,0.0,1.0
24103002,ed_clothing,4,test,11,assets\ed_clothing\corset_3.png,1,0.513,354.15,1.0,1.0
24103002,ed_clothing,4,test,12,assets\ed_clothing\overalls_1.png,0,,355.88,0.0,1.0
24103002,ed_clothing,4,test,13,assets\ed_clothing\corset_2.png,0,,357.72,0.0,1.0
24103002,ed_clothing,4,test,14,assets\ed_clothing\lab_coat_1.png,0,,359.45,0.0,1.0
24103002,ed_clothing,4,test,15,assets\ed_clothing\glove_2.png,0,,361.44,0.0,1.0
24103002,ed_clothing,4,test,16,assets\ed_clothing\glove_1.png,0,,363.19,0.0,1.0
24103002,ed_clothing,4,test,17,assets\ed_clothing\cloak_2.png,0,,364.94,0.0,1.0
24103002,ed_clothing,4,test,18,assets\ed_clothing\swimsuit_1.png,0,,366.68,0.0,1.0
24103002,ed_clothing,4,test,19,assets\ed_clothing\blazer_3.png,0,,368.45,0.0,1.0
24103002,ed_clothing,4,test,20,assets\ed_clothing\glove_3.png,0,,370.43,0.0,1.0
24103002,ed_clothing,5,test,0,assets\ed_clothing\swimsuit_2.png,0,,377.98,,
24103002,ed_clothing,5,test,1,assets\ed_clothing\tube_top_3.png,0,,379.74,0.0,1.0
24103002,ed_clothing,5,test,2,assets\ed_clothing\blazer_2.png,0,,381.48,0.0,1.0
24103002,ed_clothing,5,test,3,assets\ed_clothing\overalls_2.png,0,,383.21,0.0,1.0
24103002,ed_clothing,5,test,4,assets\ed_clothing\pajamas_1.png,0,,384.95,0.0,1.0
24103002,ed_clothing,5,test,5,assets\ed_clothing\pajamas_1.png,1,0.522,386.69,1.0,1.0
24103002,ed_clothing,5,test,6,assets\ed_clothing\pajamas_1.png,1,0.642,388.42,1.0,1.0
24103002,ed_clothing,5,test,7,assets\ed_clothing\cloak_3.png,0,,390.25,0.0,1.0
24103002,ed_clothing,5,test,8,assets\ed_clothing\leggings_3.png,0,,392.0,0.0,1.0
24103002,ed_clothing,5,test,9,assets\ed_clothing\polo_shirt_1.png,0,,393.76,0.0,1.0
24103002,ed_clothing,5,test,10,assets\ed_clothing\jacket_2.png,0,,395.54,0.0,1.0
24103002,ed_clothing,5,test,11,assets\ed_clothing\toga_3.png,0,,397.28,0.0,1.0
24103002,ed_clothing,5,test,12,assets\ed_clothing\fur_coat_3.png,0,,399.14,0.0,1.0
24103002,ed_clothing,5,test,13,assets\ed_clothing\fur_coat_3.png,1,0.362,400.97,1.0,1.0
24103002,ed_clothing,5,test,14,assets\ed_clothing\hoodie_1.png,0,,402.71,0.0,1.0
24103002,ed_clothing,5,test,15,assets\ed_clothing\hoodie_1.png,1,0.374,404.45,1.0,1.0
24103002,ed_clothing,5,test,16,assets\ed_clothing\robe_3.png,0,,406.57,0.0,1.0
24103002,ed_clothing,5,test,17,assets\ed_clothing\nightshirt_1.png,0,,408.32,0.0,1.0
24103002,ed_clothing,5,test,18,assets\ed_clothing\robe_1.png,0,,410.32,0.0,1.0
24103002,ed_clothing,5,test,19,assets\ed_clothing\toga_2.png,0,,412.09,0.0,1.0
24103002,ed_clothing,5,test,20,assets\ed_clothing\vest_1.png,0,,413.88,0.0,1.0
24103002,ed_clothing,6,test,0,assets\ed_clothing\jacket_3.png,0,,421.45,,
24103002,ed_clothing,6,test,1,assets\ed_clothing\vest_3.png,0,,423.19,0.0,1.0
24103002,ed_clothing,6,test,2,assets\ed_clothing\leggings_2.png,0,,424.93,0.0,1.0
24103002,ed_clothing,6,test,3,assets\ed_clothing\jacket_1.png,0,,427.1,0.0,1.0
24103002,ed_clothing,6,test,4,assets\ed_clothing\overalls_3.png,0,,428.84,0.0,1.0
24103002,ed_clothing,6,test,5,assets\ed_clothing\robe_2.png,0,,430.84,0.0,1.0
24103002,ed_clothing,6,test,6,assets\ed_clothing\jumpsuit_3.png,0,,432.95,0.0,1.0
24103002,ed_clothing,6,test,7,assets\ed_clothing\jumpsuit_1.png,0,,434.69,0.0,1.0
24103002,ed_clothing,6,test,8,assets\ed_clothing\sock_3.png,0,,436.43,0.0,1.0
24103002,ed_clothing,6,test,9,assets\ed_clothing\sock_1.png,0,,438.17,0.0,1.0
24103002,ed_clothing,6,test,10,assets\ed_clothing\jumpsuit_2.png,0,,439.92,0.0,1.0
24103002,ed_clothing,6,test,11,assets\ed_clothing\jumpsuit_2.png,1,0.392,441.67,1.0,1.0
24103002,ed_clothing,6,test,12,assets\ed_clothing\swimsuit_3.png,0,,443.44,0.0,1.0
24103002,ed_clothing,6,test,13,assets\ed_clothing\nightshirt_3.png,0,,445.18,0.0,1.0
24103002,ed_clothing,6,test,14,assets\ed_clothing\lab_coat_2.png,0,,446.92,0.0,1.0
24103002,ed_clothing,6,test,15,assets\ed_clothing\sock_2.png,0,,448.73,0.0,1.0
24103002,ed_clothing,6,test,16,assets\ed_clothing\glove_1.png,0,,450.48,0.0,1.0
24103002,ed_clothing,6,test,17,assets\ed_clothing\lab_coat_3.png,0,,452.23,0.0,1.0
24103002,ed_clothing,6,test,18,assets\ed_clothing\lab_coat_3.png,1,0.437,454.0,1.0,1.0
24103002,ed_clothing,6,test,19,assets\ed_clothing\fur_coat_2.png,0,,455.73,0.0,1.0
24103002,ed_clothing,6,test,20,assets\ed_clothing\hoodie_3.png,0,,457.47,0.0,1.0
24103002,ed_clothing,7,test,0,assets\ed_clothing\tube_top_2.png,0,,465.49,,
24103002,ed_clothing,7,test,1,assets\ed_clothing\blazer_1.png,0,,467.22,0.0,1.0
24103002,ed_clothing,7,test,2,assets\ed_clothing\corset_3.png,0,,469.1,0.0,1.0
24103002,ed_clothing,7,test,3,assets\ed_clothing\overalls_1.png,0,,470.83,0.0,1.0
24103002,ed_clothing,7,test,4,assets\ed_clothing\leggings_3.png,0,,472.58,0.0,1.0
24103002,ed_clothing,7,test,5,assets\ed_clothing\glove_2.png,0,,474.53,0.0,1.0
24103002,ed_clothing,7,test,6,assets\ed_clothing\blazer_2.png,0,,476.27,0.0,1.0
24103002,ed_clothing,7,test,7,assets\ed_clothing\corset_2.png,0,,478.11,0.0,1.0
24103002,ed_clothing,7,test,8,assets\ed_clothing\jacket_2.png,0,,479.91,0.0,1.0
24103002,ed_clothing,7,test,9,assets\ed_clothing\pajamas_2.png,0,,481.66,0.0,1.0
24103002,ed_clothing,7,test,10,assets\ed_clothing\tube_top_3.png,0,,483.44,0.0,1.0
24103002,ed_clothing,7,test,11,assets\ed_clothing\lab_coat_1.png,0,,485.18,0.0,1.0
24103002,ed_clothing,7,test,12,assets\ed_clothing\polo_shirt_1.png,0,,486.93,0.0,1.0
24103002,ed_clothing,7,test,13,assets\ed_clothing\tube_top_1.png,0,,488.66,0.0,1.0
24103002,ed_clothing,7,test,14,assets\ed_clothing\cloak_3.png,0,,490.51,0.0,1.0
24103002,ed_clothing,7,test,15,assets\ed_clothing\glove_3.png,0,,492.42,0.0,1.0
24103002,ed_clothing,7,test,16,assets\ed_clothing\overalls_3.png,0,,494.16,0.0,1.0
24103002,ed_clothing,7,test,17,assets\ed_clothing\nightshirt_1.png,0,,495.91,0.0,1.0
24103002,ed_clothing,7,test,18,assets\ed_clothing\nightshirt_2.png,0,,497.64,0.0,1.0
24103002,ed_clothing,7,test,19,assets\ed_clothing\hoodie_1.png,0,,499.38,0.0,1.0
24103002,ed_clothing,7,test,20,assets\ed_clothing\pajamas_1.png,0,,501.12,0.0,1.0
24103002,ed_clothing,8,test,0,assets\ed_clothing\overalls_2.png,0,,508.71,,
24103002,ed_clothing,8,test,1,assets\ed_clothing\fur_coat_1.png,0,,510.49,0.0,1.0
24103002,ed_clothing,8,test,2,assets\ed_clothing\vest_2.png,0,,512.24,0.0,1.0
24103002,ed_clothing,8,test,3,assets\ed_clothing\robe_1.png,0,,514.22,0.0,1.0
24103002,ed_clothing,8,test,4,assets\ed_clothing\swimsuit_1.png,0,,515.96,0.0,1.0
24103002,ed_clothing,8,test,5,assets\ed_clothing\jacket_1.png,0,,518.1,0.0,1.0
24103002,ed_clothing,8,test,6,assets\ed_clothing\toga_3.png,0,,519.83,0.0,1.0
24103002,ed_clothing,8,test,7,assets\ed_clothing\toga_2.png,0,,521.59,0.0,1.0
24103002,ed_clothing,8,test,8,assets\ed_clothing\toga_2.png,1,0.524,523.34,1.0,1.0
24103002,ed_clothing,8,test,9,assets\ed_clothing\toga_1.png,0,,525.07,0.0,1.0
24103002,ed_clothing,8,test,10,assets\ed_clothing\toga_1.png,1,0.538,526.81,1.0,1.0
24103002,ed_clothing,8,test,11,assets\ed_clothing\toga_1.png,1,0.461,528.54,1.0,1.0
24103002,ed_clothing,8,test,12,assets\ed_clothing\hoodie_2.png,0,,530.29,0.0,1.0
24103002,ed_clothing,8,test,13,assets\ed_clothing\cloak_1.png,0,,532.04,0.0,1.0
24103002,ed_clothing,8,test,14,assets\ed_clothing\pajamas_3.png,0,,533.77,0.0,1.0
24103002,ed_clothing,8,test,15,assets\ed_clothing\robe_3.png,0,,535.81,0.0,1.0
24103002,ed_clothing,8,test,16,assets\ed_clothing\swimsuit_2.png,0,,537.58,0.0,1.0
24103002,ed_clothing,8,test,17,assets\ed_clothing\vest_1.png,0,,539.39,0.0,1.0
24103002,ed_clothing,8,test,18,assets\ed_clothing\vest_1.png,1,0.529,541.16,1.0,1.0
24103002,ed_clothing,8,test,19,assets\ed_clothing\fur_coat_3.png,0,,543.06,0.0,1.0
24103002,ed_clothing,8,test,20,assets\ed_clothing\glove_2.png,0,,545.06,0.0,1.0
24103002,ed_clothing,9,test,0,assets\ed_clothing\tube_top_2.png,0,,554.14,,
24103002,ed_clothing,9,test,1,assets\ed_clothing\lab_coat_2.png,0,,555.88,0.0,1.0
24103002,ed_clothing,9,test,2,assets\ed_clothing\overalls_1.png,0,,557.61,0.0,1.0
24103002,ed_clothing,9,test,3,assets\ed_clothing\overalls_1.png,1,0.775,559.35,1.0,1.0
24103002,ed_clothing,9,test,4,assets\ed_clothing\nightshirt_3.png,0,,561.09,0.0,1.0
24103002,ed_clothing,9,test,5,assets\ed_clothing\nightshirt_3.png,1,0.388,562.82,1.0,1.0
24103002,ed_clothing,9,test,6,assets\ed_clothing\hoodie_3.png,0,,564.57,0.0,1.0
24103002,ed_clothing,9,test,7,assets\ed_clothing\leggings_1.png,0,,566.32,0.0,1.0
24103002,ed_clothing,9,test,8,assets\ed_clothing\sock_2.png,0,,568.14,0.0,1.0
24103002,ed_clothing,9,test,9,assets\ed_clothing\jacket_3.png,0,,569.88,0.0,1.0
24103002,ed_clothing,9,test,10,assets\ed_clothing\polo_shirt_3.png,0,,571.64,0.0,1.0
24103002,ed_clothing,9,test,11,assets\ed_clothing\jacket_2.png,0,,573.42,0.0,1.0
24103002,ed_clothing,9,test,12,assets\ed_clothing\vest_3.png,0,,575.16,0.0,1.0
24103002,ed_clothing,9,test,13,assets\ed_clothing\jumpsuit_2.png,0,,576.92,0.0,1.0
24103002,ed_clothing,9,test,14,assets\ed_clothing\lab_coat_3.png,0,,578.68,0.0,1.0
24103002,ed_clothing,9,test,15,assets\ed_clothing\hoodie_1.png,1,0.48,580.44,0.0,0.0
24103002,ed_clothing,9,test,16,assets\ed_clothing\glove_3.png,0,,582.36,0.0,1.0
24103002,ed_clothing,9,test,17,assets\ed_clothing\lab_coat_1.png,0,,584.12,0.0,1.0
24103002,ed_clothing,9,test,18,assets\ed_clothing\overalls_2.png,0,,585.87,0.0,1.0
24103002,ed_clothing,9,test,19,assets\ed_clothing\tube_top_3.png,0,,587.66,0.0,1.0
24103002,ed_clothing,9,test,20,assets\ed_clothing\blazer_3.png,0,,589.41,0.0,1.0
24103002,ed_clothing,10,test,0,assets\ed_clothing\cloak_3.png,0,,597.0,,
24103002,ed_clothing,10,test,1,assets\ed_clothing\leggings_2.png,0,,598.76,0.0,1.0
24103002,ed_clothing,10,test,2,assets\ed_clothing\corset_3.png,0,,600.68,0.0,1.0
24103002,ed_clothing,10,test,3,assets\ed_clothing\corset_3.png,1,0.531,602.55,1.0,1.0
24103002,ed_clothing,10,test,4,assets\ed_clothing\jacket_1.png,0,,604.73,0.0,1.0
24103002,ed_clothing,10,test,5,assets\ed_clothing\robe_1.png,0,,606.75,0.0,1.0
24103002,ed_clothing,10,test,6,assets\ed_clothing\pajamas_2.png,0,,608.5,0.0,1.0
24103002,ed_clothing,10,test,7,assets\ed_clothing\cloak_1.png,0,,610.24,0.0,1.0
24103002,ed_clothing,10,test,8,assets\ed_clothing\fur_coat_2.png,0,,611.99,0.0,1.0
24103002,ed_clothing,10,test,9,assets\ed_clothing\fur_coat_1.png,0,,613.77,0.0,1.0
24103002,ed_clothing,10,test,10,assets\ed_clothing\nightshirt_2.png,0,,615.51,0.0,1.0
24103002,ed_clothing,10,test,11,assets\ed_clothing\corset_2.png,0,,617.35,0.0,1.0
24103002,ed_clothing,10,test,12,assets\ed_clothing\cloak_2.png,0,,619.09,0.0,1.0
24103002,ed_clothing,10,test,13,assets\ed_clothing\cloak_2.png,1,0.654,620.83,1.0,1.0
24103002,ed_clothing,10,test,14,assets\ed_clothing\robe_2.png,0,,622.84,0.0,1.0
24103002,ed_clothing,10,test,15,assets\ed_clothing\leggings_3.png,0,,624.61,0.0,1.0
24103002,ed_clothing,10,test,16,assets\ed_clothing\sock_1.png,0,,626.35,0.0,1.0
24103002,ed_clothing,10,test,17,assets\ed_clothing\fur_coat_3.png,0,,628.24,0.0,1.0
24103002,ed_clothing,10,test,18,assets\ed_clothing\toga_3.png,0,,630.0,0.0,1.0
24103002,ed_clothing,10,test,19,assets\ed_clothing\toga_1.png,0,,631.74,0.0,1.0
24103002,ed_clothing,10,test,20,assets\ed_clothing\corset_1.png,0,,633.56,0.0,1.0
24103002,ed_fruits,1,test,0,assets\ed_fruits\pineapple_3.png,0,,668.54,,
24103002,ed_fruits,1,test,1,assets\ed_fruits\mango_2.png,0,,670.66,0.0,1.0
24103002,ed_fruits,1,test,2,assets\ed_fruits\pear_2.png,0,,672.4,0.0,1.0
24103002,ed_fruits,1,test,3,assets\ed_fruits\raspberry_1.png,0,,674.15,0.0,1.0
24103002,ed_fruits,1,test,4,assets\ed_fruits\star_fruit_3.png,0,,675.89,0.0,1.0
24103002,ed_fruits,1,test,5,assets\ed_fruits\mulberry_1.png,0,,677.63,0.0,1.0
24103002,ed_fruits,1,test,6,assets\ed_fruits\melon_2.png,0,,679.38,0.0,1.0
24103002,ed_fruits,1,test,7,assets\ed_fruits\watermelon_1.png,0,,681.13,0.0,1.0
24103002,ed_fruits,1,test,8,assets\ed_fruits\mulberry_3.png,0,,682.89,0.0,1.0
24103002,ed_fruits,1,test,9,assets\ed_fruits\star_fruit_1.png,0,,684.64,0.0,1.0
24103002,ed_fruits,1,test,10,assets\ed_fruits\blueberry_1.png,0,,686.42,0.0,1.0
24103002,ed_fruits,1,test,11,assets\ed_fruits\pomegranate_2.png,0,,688.22,0.0,1.0
24103002,ed_fruits,1,test,12,assets\ed_fruits\cranberry_3.png,0,,690.01,0.0,1.0
24103002,ed_fruits,1,test,13,assets\ed_fruits\cranberry_2.png,0,,691.75,0.0,1.0
24103002,ed_fruits,1,test,14,assets\ed_fruits\mulberry_2.png,0,,693.56,0.0,1.0
24103002,ed_fruits,1,test,15,assets\ed_fruits\blueberry_2.png,0,,695.37,0.0,1.0
24103002,ed_fruits,1,test,16,assets\ed_fruits\papaya_3.png,0,,697.13,0.0,1.0
24103002,ed_fruits,1,test,17,assets\ed_fruits\melon_3.png,0,,698.89,0.0,1.0
24103002,ed_fruits,1,test,18,assets\ed_fruits\pear_1.png,0,,700.63,0.0,1.0
24103002,ed_fruits,1,test,19,assets\ed_fruits\pear_1.png,1,0.644,702.37,1.0,1.0
24103002,ed_fruits,1,test,20,assets\ed_fruits\cantaloupe_3.png,0,,704.11,0.0,1.0
24103002,ed_fruits,2,test,0,assets\ed_fruits\mango_3.png,0,,713.22,,
24103002,ed_fruits,2,test,1,assets\ed_fruits\mango_3.png,1,0.394,714.98,1.0,1.0
24103002,ed_fruits,2,test,2,assets\ed_fruits\blackberry_3.png,0,,716.72,0.0,1.0
24103002,ed_fruits,2,test,3,assets\ed_fruits\blueberry_3.png,0,,718.45,0.0,1.0
24103002,ed_fruits,2,test,4,assets\ed_fruits\grapefruit_3.png,0,,720.24,0.0,1.0
24103002,ed_fruits,2,test,5,assets\ed_fruits\kiwi_1.png,0,,721.98,0.0,1.0
24103002,ed_fruits,2,test,6,assets\ed_fruits\kiwi_2.png,0,,723.73,0.0,1.0
24103002,ed_fruits,2,test,7,assets\ed_fruits\raspberry_3.png,0,,725.48,0.0,1.0
24103002,ed_fruits,2,test,8,assets\ed_fruits\apple_1.png,0,,727.22,0.0,1.0
24103002,ed_fruits,2,test,9,assets\ed_fruits\apple_1.png,1,0.504,728.96,1.0,1.0
24103002,ed_fruits,2,test,10,assets\ed_fruits\apple_1.png,1,0.508,730.7,1.0,1.0
24103002,ed_fruits,2,test,11,assets\ed_fruits\peach_1.png,0,,732.44,0.0,1.0
24103002,ed_fruits,2,test,12,assets\ed_fruits\blackberry_2.png,0,,734.17,0.0,1.0
24103002,ed_fruits,2,test,13,assets\ed_fruits\pear_3.png,0,,735.91,0.0,1.0
24103002,ed_fruits,2,test,14,assets\ed_fruits\pineapple_3.png,0,,737.86,0.0,1.0
24103002,ed_fruits,2,test,15,assets\ed_fruits\apple_2.png,0,,739.79,0.0,1.0
24103002,ed_fruits,2,test,16,assets\ed_fruits\watermelon_3.png,0,,741.57,0.0,1.0
24103002,ed_fruits,2,test,17,assets\ed_fruits\watermelon_3.png,1,0.49,743.33,1.0,1.0
24103002,ed_fruits,2,test,18,assets\ed_fruits\star_fruit_2.png,0,,745.08,0.0,1.0
24103002,ed_fruits,2,test,19,assets\ed_fruits\pomegranate_1.png,0,,746.83,0.0,1.0
24103002,ed_fruits,2,test,20,assets\ed_fruits\kiwi_3.png,0,,748.57,0.0,1.0
24103002,ed_fruits,3,test,0,assets\ed_fruits\grapefruit_1.png,0,,756.32,,
24103002,ed_fruits,3,test,1,assets\ed_fruits\melon_1.png,0,,758.08,0.0,1.0
24103002,ed_fruits,3,test,2,assets\ed_fruits\papaya_2.png,0,,759.82,0.0,1.0
24103002,ed_fruits,3,test,3,assets\ed_fruits\watermelon_1.png,0,,761.56,0.0,1.0
24103002,ed_fruits,3,test,4,assets\ed_fruits\melon_2.png,0,,763.31,0.0,1.0
24103002,ed_fruits,3,test,5,assets\ed_fruits\pear_2.png,0,,765.05,0.0,1.0
24103002,ed_fruits,3,test,6,assets\ed_fruits\pomegranate_3.png,0,,766.8,0.0,1.0
24103002,ed_fruits,3,test,7,assets\ed_fruits\mango_1.png,0,,768.57,0.0,1.0
24103002,ed_fruits,3,test,8,assets\ed_fruits\peach_3.png,0,,770.31,0.0,1.0
24103002,ed_fruits,3,test,9,assets\ed_fruits\cranberry_1.png,0,,772.08,0.0,1.0
24103002,ed_fruits,3,test,10,assets\ed_fruits\mulberry_1.png,0,,773.81,0.0,1.0
24103002,ed_fruits,3,test,11,assets\ed_fruits\melon_3.png,0,,775.56,0.0,1.0
24103002,ed_fruits,3,test,12,assets\ed_fruits\cantaloupe_2.png,0,,777.3,0.0,1.0
24103002,ed_fruits,3,test,13,assets\ed_fruits\peach_2.png,0,,779.05,0.0,1.0
24103002,ed_fruits,3,test,14,assets\ed_fruits\cranberry_3.png,0,,780.82,0.0,1.0
24103002,ed_fruits,3,test,15,assets\ed_fruits\pear_1.png,0,,782.56,0.0,1.0
24103002,ed_fruits,3,test,16,assets\ed_fruits\lemon_1.png,0,,784.31,0.0,1.0
24103002,ed_fruits,3,test,17,assets\ed_fruits\lemon_3.png,0,,786.04,0.0,1.0
24103002,ed_fruits,3,test,18,assets\ed_fruits\pineapple_1.png,0,,787.89,0.0,1.0
24103002,ed_fruits,3,test,19,assets\ed_fruits\papaya_3.png,0,,789.64,0.0,1.0
24103002,ed_fruits,3,test,20,assets\ed_fruits\prune_3.png,0,,791.42,0.0,1.0
24103002,ed_fruits,4,test,0,assets\ed_fruits\apple_1.png,0,,798.87,,
24103002,ed_fruits,4,test,1,assets\ed_fruits\mango_2.png,0,,800.88,0.0,1.0
24103002,ed_fruits,4,test,2,assets\ed_fruits\raspberry_2.png,0,,802.62,0.0,1.0
